Wavelength(nm) Nominal z0 eye-ROC eye-length n-perc
400.0 36.32403877046876 36.32336620460532 19.94713420147038 52.87897502392572 83.01636445304166
410.1010101010101 30.851941068657442 30.851232842248976 14.544670371800704 47.34895502554974 77.59351480980624
420.2020202020202 25.738189999351427 25.737445390015694 9.516368683051642 42.179279515008616 72.52340318931606
430.3030303030303 20.959057541794078 20.95827600268804 4.895875686129157 37.34489478307135 67.78130117506907
440.4040404040404 16.491839084228005 16.491020482464496 1.5588228222315452 32.82068474808858 63.342346943345596
450.5050505050505 12.317643101504036 12.316788462628397 4.249529370758646 28.582599267987383 59.18261037393153
460.6060606060606 8.427879956809948 8.426994501137765 8.01507557066233 24.608246099266275 55.27960152149907
470.70707070707067 4.855057535892157 4.854170373541486 11.63827013346104 20.877236990313545 51.61247653471551
480.80808080808083 2.004364882339027 2.0038353290209763 15.068803841261262 17.371501064944333 48.16207891899218
490.9090909090909 2.805470750274161 2.806281376475336 18.30998759758793 14.07582992358146 44.91089284716691
501.01010101010104 5.598361157334356 5.599379363927734 21.373082715894025 10.97924548675017 41.842951900544506
511.1111111111111 8.44012285904549 8.441214959381249 24.270641248070373 8.079140842799623 38.94372798770377
521.2121212121212 11.173994391486131 11.175142256916407 27.014923903355665 5.39699004602153 36.200014555774146
531.3131313131313 13.78169472185227 13.782893949019304 29.61745042765206 3.064271347330001 33.599812064113245
541.4141414141413 16.264886441308192 16.26613586620557 32.08888462608804 1.9331517275216294 31.13222012962879
551.5151515151515 18.62982868768068 18.631128233650234 34.43903523913 3.1911871237666727 28.787338721513038
561.6161616161617 20.883882688542304 20.885232730429117 36.67689966406564 5.198981047676382 26.556179690976457
571.7171717171717 23.03446087365521 23.03586200268823 38.810722704495106 7.2675272927532175 24.430589446336956
581.8181818181818 25.08866671361681 25.090119636072735 40.84805880141725 9.289554265731951 22.403183571485286
591.9191919191919 27.053171524131088 27.05467701249182 42.79583274943815 11.242415274184845 20.46729460962393
602.0202020202021 28.934183126955286 28.9357419942676 44.66039676605464 13.121807318092118 18.61693519817106
612.1212121212121 30.73745261938536 30.739065704861478 46.44758310957315 14.928872104832086 16.846780537237372
622.2222222222222 32.46829713270094 32.46996529317758 48.162752077570985 16.666622300462716 15.152177433178634
632.3232323232323 34.131628773866446 34.13335287850482 49.8108355241413 18.33870837742898 13.52919319531158
642.4242424242424 35.73198519255377 35.733766119423606 51.396376175899434 19.948930518788853 11.974729283134934
652.5252525252525 37.27355961411603 37.27539824792159 52.92356308379902 21.501029553355007 10.486748043048683
662.6262626262626 38.76022933528992 38.762126565813844 54.39626356092688 22.998595162344657 9.06471072882431
672.7272727272727 40.19558225801967 40.19753897903216 55.818051946858574 24.445027590505102 7.710437235744691
682.8282828282828 41.582941332754885 41.5849584412329 57.19223551842266 25.843525166448728 6.4298654456909174
692.9292929292928 42.92538693431301 42.92746532987114 58.5218778411962 27.197084667099983 5.236853797921743
703.030303030303 44.22577726908002 44.22791785354885 59.80981982905748 28.50850809474636 4.161796870119926
713.1313131313132 45.48676694722291 45.48897062433247 61.05869875273626 29.780412534118636 3.2706787550425784
723.2323232323232 46.71082386616976 46.713091541308685 62.27096541331365 31.01524130935015 2.694018248622011
733.3333333333333 47.90024455214081 47.9025771321714 63.448899673604586 32.215275473900505 2.5954960327000975
743.4343434343434 49.05716810069767 49.05956649381249 64.59462451939872 33.38264510810831 2.982827572141152
