Wavelength(nm) Nominal z0 eye-ROC eye-length n-perc
753.5353535353536 50.18358884827321 50.186053963883005 65.71011880369937 34.51934014558003 3.6780835139336276
763.6363636363636 51.281367896344115 51.283900644989856 66.79722881021051 35.62722059005222 4.521143872444821
773.7373737373737 52.3522435992381 52.35484489252151 67.85767875726644 36.708026065217645 5.428222228310853
783.8383838383838 53.39784111629964 53.40051186682808 68.89308035007929 37.76338468670381 6.360162971550452
793.939393939394 54.41968111930387 54.42242224064687 69.90494147727487 38.794821271890484 7.298196598926985
804.040404040404 55.419187737045476 55.422000143700124 70.89467413725336 39.80376491790258 8.232891556824876
814.1414141414141 56.39769581069892 56.40058041806272 71.86360167055095 40.79155598544817 9.159354671206668
824.2424242424242 57.356457526117254 57.359415250466725 72.8129653662108 41.75945252928703 10.07504356395405
834.3434343434343 58.296648482424544 58.299680240898624 73.74393050284085 42.70863621654863 10.97870222945068
844.4444444444443 59.21937325024047 59.22247996082785 74.6575918786248 43.640217773109605 11.869809729310363
854.5454545454545 60.125670467380736 60.128853048910514 75.5549788788032 44.555241996283804 12.748278600270359
864.6464646464647 61.01651751505247 61.019776887187334 76.43706012409065 45.45469236977145 13.61428203891722
874.7474747474747 61.89283481319582 61.896171896427624 77.30474773900727 46.33949531425022 14.468150975427248
884.8484848484848 62.755489769720455 62.758905485367485 78.15890127506931 47.21052410441758 15.310310797169393
894.9494949494949 63.60530041493486 63.60879568514091 79.00033132027737 48.06860248080014 16.141241445709916
905.0505050505051 64.44303874936124 64.44661449709582 79.82980282315881 48.914507982260915 16.961451755360027
915.1515151515151 65.26943383032732 65.27309097938713 80.64803815679646 49.748975022869004 17.77146271947713
925.2525252525252 66.08517462027636 66.08891409528768 81.45571994578276 50.57269773474908 18.571796491428266
935.3535353535353 66.89091261751423 66.89473534393619 82.25349367680049 51.386332596605754 19.362969146230217
945.4545454545454 67.68726428809289 67.69117119222132 83.04197011150542 52.19050086583571 20.145485951542266
955.5555555555555 68.47481331580113 68.47880532477329 83.82172751862649 52.98579083058371 20.91983833703365
965.6565656565656 69.25411268558658 69.25819072738625 84.59331374057754 53.77275989659436 21.686502026117516
975.7575757575758 70.02568661432703 70.02985161779 85.35724810842942 54.55193652240463 22.44593596962757
985.8585858585858 70.79003234158876 70.79428523640891 86.114023217842 55.32382201523043 23.1985818354093
995.959595959596 71.54762179181789 71.55196350855357 86.86410657734055 56.088892198767404 23.944863883636692
1006.060606060606 72.29890311840485 72.30333458848548 87.6079421393264 56.847598963175 24.685189108833395
1016.1616161616162 73.04430213910406 73.04882429483713 88.34595172325612 57.600371706587346 25.419947564544337
1026.2626262626263 73.78422367145599 73.7888374460342 89.07853633957825 58.347618676698666 26.149512810868345
1036.3636363636365 74.51905277607214 74.52375910358093 89.80607742225163 59.08972822020328 26.874242442071324
1046.4646464646464 75.24915591499396 75.25395573041895 90.52893797700274 59.8270699472387 27.594478663563034
1056.5656565656564 75.97488203167273 75.97977627090764 91.24746365183134 60.559995817336684 28.3105488961365
1066.6666666666665 76.6965635585786 76.70155315843307 91.96198373572878 61.28884115285669 29.02276639162131
1076.7676767676767 77.41451735791767 77.41960325612537 92.67281209105316 62.01392558535495 29.731430848569374
1086.8686868686868 78.12904560050322 78.13422873573003 93.38024802456913 62.7355539399203 30.43682901997236
1096.969696969697 78.84043658736296 78.8457178992153 94.08457710170275 63.45401706204765 31.13923530735261
1107.0707070707072 79.54896551832026 79.55434594735344 94.78607190821515 64.16959259128218 31.838912337409763
1117.171717171717 80.25489521142194 80.26037569914858 95.48499276314351 64.88254568549918 32.53611151870524
1127.2727272727273 80.95847677677388 80.9640582656726 96.18158838653633 65.5931296993915 33.23107357681749
1137.3737373737372 81.65995024805693 81.66563368158093 96.87609652523754 66.30158682042259 33.92402906715172
1147.4747474747473 82.35954517473604 82.36533149732178 97.56874453970123 67.00814866528202 34.615198865085986
1157.5757575757575 83.05748117773284 83.06337133480883 98.25974995459103 67.71303683960195 35.30479463351746
1167.6767676767677 83.7539684711203 83.75996340911588 98.94932097569846 68.4164634635048 35.993019268168254
1177.7777777777778 84.44920835219376 84.45530901854802 99.63765697551699 69.1186316653487 36.68006732118606
1187.878787878788 85.14339366208587 85.14960100525647 100.32494894962169 69.81973604583402 37.36612540370372
1197.979797979798 85.836709218941 85.84302418841327 101.01137994584953 70.51996311450218 38.05137256813811
1208.080808080808 86.52933222549547 86.53575577179126 101.69712546811965 71.21949170047766 38.73598067103811
1218.181818181818 87.22143265279158 87.22796572747835 102.38235385659516 71.91849333918493 39.42011471733001
1228.2828282828282 87.91317360158713 87.91981715728703 103.06722664574588 72.61713263661618 40.10393318681955
1238.3838383838383 88.60471164295879 88.61146663335775 103.75189890179115 73.31556761264714 40.7875883438023
1248.4848484848485 89.29619713943676 89.30306451929349 104.43651954085009 74.01395002475154 41.471226530625934
1258.5858585858587 89.98777454794111 89.99475527309649 105.12123162905903 74.7124256733874 42.15498844602627
1268.6868686868686 90.6795827056947 90.68667773308078 105.8061726658225 75.41113469024057 42.83900940902448
1278.7878787878788 91.37175510019095 91.37896538784014 106.49147485126 76.11021181040238 43.523419609153905
1288.8888888888887 92.06442012422887 92.07174663128325 107.1772653388633 76.80978662950774 44.208344343745516
1298.9898989898988 92.75770131694856 92.76514500366912 107.86366647427779 77.50998384676906 44.893904242976994
1309.090909090909 93.45171759174897 93.4592794195248 108.55079602108738 78.21092349479281 45.58021548334101
1319.1919191919192 94.1465834518917 94.15426438324938 109.23876737440078 78.91272115698702 46.26738999018248
1329.2929292929293 94.8424091945424 94.85021019315523 109.92768976298207 79.61548817331885 46.95553562988894
1339.3939393939395 95.53930110395943 95.54722313465673 110.61766844062613 80.31933183513569 47.64475639230458
1349.4949494949494 96.23736163449347 96.24540566327008 111.30880486744294 81.02435556971369 48.33515256392908
1359.5959595959596 96.93668958398354 96.94485657800895 112.0011968816246 81.73065911513116 49.02682089236673
1369.6969696969695 97.63738025815063 97.64567118577853 112.69493886229662 82.43833868606421 49.71985474255394
1379.7979797979797 98.33952562649888 98.34794145727655 113.3901218839517 83.14748713102537 50.414344245181404
1389.8989898989898 99.04321447023504 99.0517561749127 114.08683386298102 83.8581940815518 51.11037643775571
1400.0 99.74853252266155 99.75720107320177 114.78515969674424 84.57054609380963 51.80803539870256
